MATURITY,OFFERING_AMT,OFFERING_DATE,COMPLETE_CUSIP,AMOUNT_OUTSTANDING,COUPON
2056-03-15,3750000,2026-02-23,002824BW9,3750000,5.5
2066-03-15,2000000,2026-02-23,002824BX7,2000000,5.6
2036-03-03,1000000,2026-02-23,05946KAU5,1000000,5.127
2032-02-24,1200000,2026-02-17,06738EDJ1,1200000,4.521
2037-02-24,1500000,2026-02-17,06738EDK8,1500000,5.207
2031-03-15,1250000,2026-02-24,00287YEE5,1250000,4.125
2033-03-15,1250000,2026-02-24,00287YEF2,1250000,4.4
2036-03-15,1500000,2026-02-24,00287YEG0,1500000,4.75
2056-03-15,1250000,2026-02-24,00287YEH8,1250000,5.55
2031-03-03,800000,2026-02-24,46982LAA6,800000,4.75
2031-04-15,750000,2026-02-25,87612GAT8,750000,4.35
2056-05-15,750000,2026-02-25,87612GAU5,750000,6.05
2036-03-15,1300000,2026-02-24,927804GX6,1300000,4.95
2056-03-15,850000,2026-02-24,927804GY4,850000,5.7
2036-03-02,750000,2026-02-25,04636NAS2,750000,4.6
2036-03-01,800000,2026-02-25,361841AX7,800000,5.625
2031-03-10,2000000,2026-03-04,31620MCE4,2000000,4.8
2031-06-15,1250000,2026-03-05,05724BAM1,1250000,4.35
2033-06-15,750000,2026-03-05,05724BAN9,750000,4.65
2036-06-15,2000000,2026-03-05,05724BAP4,2000000,5
2056-06-15,2000000,2026-03-05,05724BAQ2,2000000,5.85
2031-03-06,1500000,2026-03-04,278058DX7,1500000,4.2
2033-03-06,1000000,2026-03-04,278058DY5,1000000,4.5
2036-03-06,2000000,2026-03-04,278058DZ2,2000000,4.8
2056-03-06,1000000,2026-03-04,278058EA6,1000000,5.45
2036-03-12,850000,2026-03-05,67103HAP2,850000,5.1
2035-10-30,999250,2026-01-26,16411QAW1,999250,5.55
2036-03-12,750000,2026-03-05,02344AAK4,750000,5.125
2032-03-10,2000000,2026-03-05,404280FL8,2000000,4.675
2037-03-10,2750000,2026-03-05,404280FM6,2750000,5.279
2036-03-10,850000,2026-03-05,91913YBG4,850000,5.15
2031-02-12,750000,2026-02-03,92826CAZ5,750000,4.1
2031-03-16,850000,2026-03-12,009066AD3,850000,4.65
2036-03-16,800000,2026-03-12,009066AE1,800000,5.25
2031-09-15,3750000,2026-03-11,79466LAS3,3750000,4.9
2033-03-15,2750000,2026-03-11,79466LAT1,2750000,5.2
2036-03-15,4500000,2026-03-11,79466LAU8,4500000,5.55
2046-03-15,1500000,2026-03-11,79466LAV6,1500000,6.4
2056-03-15,3750000,2026-03-11,79466LAW4,3750000,6.55
2066-03-15,1000000,2026-03-11,79466LAX2,1000000,6.7
2031-03-13,5000000,2026-03-10,023135DD5,5000000,4.25
2033-03-13,4000000,2026-03-10,023135DE3,4000000,4.55
2036-03-13,6000000,2026-03-10,023135DF0,6000000,4.875
2046-03-13,2500000,2026-03-10,023135DG8,2500000,5.65
2056-03-13,5500000,2026-03-10,023135DH6,5500000,5.8
2066-03-13,3000000,2026-03-10,023135DJ2,3000000,5.95
2076-03-13,3000000,2026-03-10,023135DK9,3000000,6.05
2031-03-18,1750000,2026-03-16,66989HBG2,1750000,4.4
2033-03-18,2000000,2026-03-16,66989HBH0,2000000,4.6
2036-03-18,2250000,2026-03-16,66989HBJ6,2250000,4.9
2046-03-18,1000000,2026-03-16,66989HBK3,1000000,5.6
2056-03-18,2250000,2026-03-16,66989HBL1,2250000,5.7
2032-03-23,1500000,2026-03-16,456837BU6,1500000,4.803
2037-03-23,1500000,2026-03-16,456837BV4,1500000,5.42
2031-03-23,750000,2026-03-17,051473AD8,750000,4.656
2033-03-23,750000,2026-03-17,051473AE6,750000,4.945
2036-03-23,750000,2026-03-17,051473AF3,750000,5.245
2031-03-15,750000,2026-03-17,68233JDL5,750000,4.5
2056-03-15,850000,2026-03-17,68233JDJ0,850000,5.9
2033-04-15,800000,2026-03-23,695114DP0,800000,5.45
2036-04-15,850000,2026-03-23,695114DQ8,850000,5.8
2036-03-26,1000000,2026-03-23,743315BD4,1000000,5.15
2036-07-30,1000000,2026-03-19,16411RAP4,1000000,5.2
2056-07-30,750000,2026-03-19,16411RAQ2,750000,6
2036-03-30,750000,2026-03-25,03769MAG1,750000,5.7
2031-03-27,1000000,2026-03-24,29250NCQ6,1000000,4.85
2036-03-27,1000000,2026-03-24,29250NCR4,1000000,5.45
2033-03-16,1750000,2026-03-10,43849RAF2,1750000,4.6
2031-03-16,2000000,2026-03-10,43849RAE5,2000000,4.3
2046-03-16,1000000,2026-03-10,43849RAH8,1000000,5.622
2036-03-16,3250000,2026-03-10,43849RAG0,3250000,4.95
2056-03-16,3500000,2026-03-10,43849RAJ4,3500000,5.732
2066-03-16,1500000,2026-03-10,43849RAK1,1500000,5.852
2033-04-15,800000,2026-03-30,756109DB7,800000,4.75
2031-03-24,1500000,2026-03-10,873923AE6,1500000,4.85
2036-04-15,1000000,2026-04-06,573874AT1,1000000,5.3
2031-04-15,1250000,2026-04-08,05971KAV1,1250000,4.867
2036-04-15,1000000,2026-04-08,05971KAW9,1000000,5.437
2036-04-15,1000000,2026-04-08,30212PBM6,1000000,5.5
2037-04-21,1500000,2026-04-08,606822DV3,1500000,5.325
2047-04-21,1250000,2026-04-08,606822DY7,1250000,5.868
2032-04-14,1000000,2026-04-09,25160PAS6,1000000,5.06
2037-03-10,1500000,2026-03-30,46590XBA3,1500000,5.625
2057-05-10,1000000,2026-03-30,46590XBC9,1000000,6.4
2036-03-15,1000000,2026-03-09,893574AU7,1000000,5.1
2034-04-20,3000000,2026-04-13,38141GF25,3000000,5.094
2032-05-03,1500000,2026-04-14,78017DAV0,1500000,4.612
2031-03-15,1000000,2026-02-05,314352AC9,1000000,4.65
2032-04-16,3250000,2026-04-15,61748UAW2,3250000,4.809
2037-04-10,3750000,2026-04-15,61748UAX0,3750000,5.296
2032-04-23,3000000,2026-04-15,46647PFM3,3000000,4.622
2037-04-23,3750000,2026-04-15,46647PFP6,3750000,5.148
2032-04-23,3250000,2026-04-16,06051GNA3,3250000,4.695
2033-04-22,1250000,2026-04-16,89115KAR1,1250000,4.866
2031-06-16,750000,2026-04-21,38152BAQ4,750000,6.15
2032-04-23,1000000,2026-04-20,89788MAX0,1000000,4.68
2037-04-23,1000000,2026-04-20,89788MAY8,1000000,5.281
2036-06-15,750000,2026-04-20,74340XCV1,750000,4.9
2036-04-30,1500000,2026-04-08,92840VBC5,1500000,5.55
2033-04-30,1000000,2026-04-08,92840VBB7,1000000,5.25
2031-04-30,1000000,2026-04-08,92840VBA9,1000000,5
2031-05-15,850000,2026-04-22,09261HCC9,850000,5.95
2031-04-28,1100000,2026-04-23,47233WMK2,1100000,5.125
2036-06-01,750000,2026-04-27,12505BAM2,750000,5.25
2036-04-29,750000,2026-04-27,718172EG0,750000,4.875
2031-04-30,1000000,2026-04-27,931142FT5,1000000,4.15
2033-04-30,1250000,2026-04-27,931142FU2,1250000,4.45
2036-04-30,1000000,2026-04-27,931142FV0,1000000,4.75
2031-05-15,1000000,2026-04-27,404119DJ5,1000000,4.7
2033-05-15,750000,2026-04-27,404119DK2,750000,5
2036-05-15,1250000,2026-04-27,404119DL0,1250000,5.3
2031-06-01,1000000,2026-04-27,458140CQ1,1000000,4.65
2033-08-15,1000000,2026-04-27,458140CR9,1000000,5
2036-05-15,2250000,2026-04-27,458140CS7,2250000,5.3
2056-05-15,1750000,2026-04-27,458140CU2,1750000,6.125
2032-03-12,3500000,2026-03-11,61747YGB5,3500000,4.708
2047-03-13,2500000,2026-03-11,61747YGC3,2500000,5.9
2036-05-01,850000,2026-04-30,210518EA0,850000,5.125
2031-05-15,3000000,2026-04-30,30303MAF9,3000000,4.55
2033-05-15,2000000,2026-04-30,30303MAG7,2000000,4.875
2036-05-15,6000000,2026-04-30,30303MAH5,6000000,5.25
2046-05-15,4000000,2026-04-30,30303MAJ1,4000000,6.2
2056-05-15,6000000,2026-04-30,30303MAK8,6000000,6.3
2066-05-15,4000000,2026-04-30,30303MAL6,4000000,6.45
2036-05-07,1000000,2026-04-30,806854AQ8,1000000,5.15
2031-05-08,1250000,2026-04-30,05946KAX9,1250000,4.968
2036-05-07,1000000,2026-05-04,053015AK9,1000000,5
2030-01-15,800000,2026-05-04,04010LBN2,800000,5.55
2031-01-31,898279,2026-04-02,38152BAH4,898279,5.875
2056-06-01,825000,2026-05-07,202795KD1,825000,5.85
2031-05-20,1500000,2026-05-06,532457DL9,1500000,4.375
2033-05-20,1250000,2026-05-06,532457DM7,1250000,4.65
2036-05-20,1500000,2026-05-06,532457DR6,1500000,4.85
2056-05-20,1750000,2026-05-06,532457DP0,1750000,5.6
2066-05-20,1000000,2026-05-06,532457DQ8,1000000,5.7
2034-05-12,2250000,2026-05-07,404280FQ7,2250000,5.208
2036-05-18,750000,2026-05-11,65473PBB0,750000,5.3
2031-05-15,1000000,2026-05-11,14913V2D9,1000000,4.5
2031-05-14,800000,2026-05-11,89236TQB4,800000,4.55
2036-05-19,1000000,2026-05-12,03938LBM5,1000000,5.375
2036-06-01,850000,2026-05-12,210385AU4,850000,5.3
2031-06-01,850000,2026-05-12,70450YAV5,850000,4.95
2036-05-15,1250000,2026-05-12,81762PAJ1,1250000,5.4
2056-05-15,750000,2026-05-12,81762PAK8,750000,6.3
2032-05-20,3250000,2026-05-13,95000U4J9,3250000,4.844
2031-05-20,1000000,2026-05-14,375558CL5,1000000,4.6
2036-05-20,1000000,2026-05-18,171239AN6,1000000,5.3
2031-06-15,900000,2026-05-19,278865BV1,900000,4.8
2033-06-15,1500000,2026-05-19,278865BW9,1500000,5.15
2036-06-15,1400000,2026-05-19,278865BX7,1400000,5.35
2033-05-22,1000000,2026-05-18,58933YCF0,1000000,4.95
2036-05-22,1500000,2026-05-18,58933YCG8,1500000,5.2
2056-05-22,1000000,2026-05-18,58933YCJ2,1000000,5.85
2037-05-21,1250000,2026-05-18,808513CR4,1250000,5.493
2032-02-06,1000000,2026-02-03,25160PAR8,1000000,4.725
2036-07-08,1000000,2026-05-20,60871RAT7,1000000,5.5
2066-06-01,1050000,2026-05-26,341081HE0,1050000,5.9
2032-06-03,2500000,2026-05-27,38141GF33,2500000,4.972
2037-06-03,2500000,2026-05-27,38141GF41,2500000,5.425
2032-02-06,2750000,2026-02-03,060505GQ1,2750000,4.456
2032-06-05,1000000,2026-05-27,06418GBF3,1000000,4.904
2037-02-06,3750000,2026-02-03,060505GR9,3750000,5.045
2036-04-01,800000,2026-02-24,15189XBL1,800000,4.85
2036-04-15,750000,2026-03-10,00108WAV2,750000,5.2
2031-04-09,1500000,2026-03-10,345397J61,1500000,5.42
2037-06-02,1250000,2026-05-28,06368MS70,1250000,5.298
2032-06-02,750000,2026-05-28,06368MS62,750000,4.879
2036-05-22,1000000,2026-05-19,345397J95,1000000,6.467
2030-11-15,800000,2025-11-18,04351LAD2,800000,4.294
2035-11-15,800000,2025-11-18,04351LAE0,800000,4.923
2029-10-01,915110,2019-08-07,20268JAB9,915110,3.347
2031-12-01,775000,2024-03-13,20268JAR4,775000,5.205
