MATURITY,OFFERING_AMT,OFFERING_DATE,COMPLETE_CUSIP,AMOUNT_OUTSTANDING,COUPON
2046-06-14,2000000,2016-06-07,94974BGT1,2000000,4.4
2038-04-15,1750000,2018-02-05,55336VAM2,1750000,4.5
2048-04-15,1500000,2018-02-05,55336VAN0,1500000,4.7
2048-03-01,800000,2018-02-12,202795JM3,800000,4
2048-03-01,850000,2018-02-15,126408HK2,850000,4.3
2048-03-01,750000,2018-02-22,49456BAQ4,750000,5.2
2048-06-15,750000,2018-02-26,12189LBC4,750000,4.05
2048-03-01,1000000,2018-02-26,341081FQ5,1000000,3.95
2048-03-01,800000,2018-02-26,96949LAE5,800000,4.85
2048-03-06,1250000,2018-02-27,87938WAW3,1250000,4.895
2048-03-01,850000,2018-02-27,036752AH6,850000,4.55
2048-03-01,400000,2018-02-28,842400GK3,1300000,4.125
2038-03-25,5000000,2018-03-06,126650CY4,5000000,4.78
2048-03-25,8000000,2018-03-06,126650CZ1,8000000,5.05
2048-04-01,500000,2018-03-19,207597EL5,800000,4
2048-04-01,1000000,2018-03-19,026874DL8,1000000,4.75
2048-04-01,750000,2018-03-26,0778FPAA7,797289,4.464
2038-04-01,800000,2018-04-03,161175BM5,800000,5.375
2048-04-01,1700000,2018-04-03,161175BN3,2450000,5.75
2048-07-15,750000,2018-04-04,084659AP6,750000,3.8
2039-04-22,1000000,2018-04-19,61744YAR9,1000000,4.457
2039-04-23,1500000,2018-04-18,38141GXA7,1500000,4.411
2048-05-15,1300000,2018-04-30,882508BD5,1500000,4.15
2047-12-07,895778,2018-04-05,744320AY8,895778,3.905
2049-12-07,1039497,2018-04-05,744320BA9,1039497,3.935
2047-12-01,849800,2018-04-13,694308HY6,849800,3.95
2046-12-07,2000000,2016-12-01,94974BGU8,2000000,4.75
2048-05-30,3000000,2018-05-23,92857WBM1,1443947,5.25
2037-08-22,2712771,2018-05-07,023135BF2,2750000,3.875
2048-06-15,1000000,2018-06-05,29278NAE3,1000000,6
2047-08-22,3487493,2018-05-07,023135BJ4,3487493,4.05
2057-08-22,2247465,2018-05-07,023135BM7,2247465,4.25
2047-12-08,1944308.535,2018-05-10,458140BG4,1944308.535,3.734
2047-01-22,2250000,2017-01-17,61746BEG7,2250000,4.375
2048-01-20,2000000,2017-01-17,06051GGG8,2000000,4.443
2048-06-15,1350000,2018-06-14,91324PDL3,1350000,4.25
2048-07-15,450000,2018-06-19,682680AV5,1000000,5.2
2048-06-29,3000000,2018-06-20,931142EC3,1682681,4.05
2048-07-23,2500000,2018-07-16,172967MD0,1515851,4.65
2048-12-15,750000,2018-07-25,12189LBD2,750000,4.15
2048-09-21,1250000,2018-08-06,45866FAH7,1250000,4.25
2048-08-15,2350000,2018-08-07,084664CQ2,2350000,4.2
2048-11-15,1000000,2018-08-08,855244AS8,800000,4.5
2048-09-01,600000,2018-08-08,29364WBB3,900000,4.2
2048-09-01,750000,2018-08-13,58013MFH2,750000,4.45
2038-11-16,750000,2018-08-13,913017CW7,750000,4.45
2048-11-16,1750000,2018-08-13,913017CX5,1750000,4.625
2048-08-17,750000,2018-08-14,046353AU2,750000,4.375
2048-09-15,1000000,2018-09-04,717081EK5,1000000,4.2
2049-04-01,900000,2018-09-05,37045VAT7,900000,5.95
2048-09-14,650000,2018-09-11,88579YBD2,1150000,4
2048-11-14,1750000,2018-09-13,00287YBD0,1750000,4.875
2048-09-28,500000,2018-09-25,902494BH5,1500000,5.1
2049-02-01,1250000,2018-10-03,29379VBU6,1250000,4.8
2030-10-15,1500000,2018-10-02,20030NCU3,1500000,4.25
2038-10-15,3000000,2018-10-02,20030NCL3,968885,4.6
2048-10-15,4000000,2018-10-02,20030NCM1,1967962,4.7
2058-10-15,2500000,2018-10-02,20030NCN9,1035210,4.95
2049-03-15,1000000,2018-10-10,89352HAZ2,820076,5.1
2038-11-01,1000000,2018-10-15,205887CD2,1000000,5.3
2048-11-01,1000000,2018-10-15,205887CE0,1000000,5.4
2037-08-15,2499700,2018-10-22,05526DBD6,2500000,4.39
2047-08-15,2498262,2018-10-22,05526DBF1,2498262,4.54
2049-02-15,1500000,2018-11-07,55336VAT7,1500000,5.5
2030-02-15,3144026,2018-10-25,00206RGQ9,3144026,4.3
2038-11-15,1650000,2018-11-14,26078JAE0,774037,5.319
2048-11-15,2150000,2018-11-14,26078JAF7,1115963,5.419
2048-12-06,1500000,2018-11-27,437076BX9,1500000,4.5
2048-12-15,1100000,2018-12-13,91324PDQ2,1100000,4.45
2049-01-15,1250000,2019-01-03,084664CR0,2000000,4.25
2048-04-15,750000,2018-12-11,628530BJ5,750000,5.2
2049-07-15,900000,2019-01-07,595620AU9,900000,4.25
2049-01-15,999898,2018-12-13,084659AR2,999898,4.45
2049-04-15,1750000,2019-01-08,29279FAA7,1750000,6.25
2049-03-15,1250000,2019-01-08,571748BJ0,1250000,4.9
2031-01-23,750000,2019-01-10,035240AR1,750000,4.9
2039-01-23,2000000,2019-01-10,03523TBU1,2000000,5.45
2049-01-23,4000000,2019-01-10,03523TBV9,4000000,5.55
2059-01-23,2000000,2019-01-10,03523TBW7,2000000,5.8
2048-04-20,1499376,2018-12-17,054561AM7,1304536,5
2039-02-14,2000000,2019-02-12,02209SBE2,2000000,5.8
2049-02-14,2500000,2019-02-12,02209SBF9,2500000,5.95
2039-03-01,2000000,2019-02-13,00206RHK1,956236,4.85
2049-03-15,1500000,2019-02-20,532457BT4,958153,3.95
2029-11-15,750000,2019-02-21,962166BX1,750000,4
2050-02-25,1000000,2019-02-20,74432QCE3,1000000,4.35
2049-03-15,750000,2019-02-25,512807AT5,750000,4.875
2049-03-01,1250000,2019-02-26,87938WAX1,1250000,5.52
2039-03-15,750000,2019-03-01,882508BF0,750000,3.875
2039-03-15,750000,2019-03-04,717081EU3,750000,3.9
2049-03-15,1250000,2019-03-04,717081EV1,1250000,4
2039-03-07,1000000,2019-03-05,58933YAV7,1000000,3.9
2049-03-07,1500000,2019-03-05,58933YAW5,1500000,4
2049-03-15,750000,2019-03-13,911312BQ8,750000,4.25
2050-03-15,2750000,2019-03-12,06051GHS1,2750000,4.33
2049-04-01,750000,2019-03-19,67077MAU2,750000,5
2040-04-23,1500000,2019-04-17,06051GHU6,1500000,4.078
2029-08-15,750000,2019-04-29,718172CJ6,750000,3.375
2049-05-01,800000,2019-04-30,097023CK9,800000,3.9
2034-05-01,850000,2019-04-30,097023CJ2,850000,3.6
2029-08-15,1000000,2019-05-02,855244AT6,1000000,3.55
2049-08-15,1000000,2019-05-02,855244AU3,1000000,4.45
2039-05-15,2000000,2019-05-08,459200KB6,2000000,4.15
2049-05-15,3000000,2019-05-08,459200KC4,3000000,4.25
2046-02-01,9518964,2019-04-15,03522AAJ9,9518964,4.9
2036-02-01,5341555,2019-04-15,03522AAH3,5341555,4.7
2049-06-01,1000000,2019-05-28,57636QAL8,1000000,3.65
2049-06-14,800000,2019-06-05,701094AP9,800000,4
2049-06-15,2000000,2019-06-05,404119BZ1,2000000,5.25
2039-06-15,1000000,2019-06-05,404119BY4,1000000,5.125
2029-07-01,900000,2019-06-10,25389JAU0,900000,3.6
2029-08-15,1650000,2019-06-10,03027XAW0,1650000,3.8
2029-07-01,3000000,2019-06-10,337738AU2,3000000,3.5
2049-07-01,2000000,2019-06-10,337738AV0,1183999,4.4
2049-06-19,1750000,2019-06-12,92857WBS8,1750000,4.875
2050-01-31,1250000,2019-06-24,29379VBW2,1250000,4.2
2049-07-01,1250000,2019-06-25,161175BS2,1250000,5.125
2031-08-15,750000,2018-07-08,015271AR0,750000,3.375
2030-01-10,1250000,2019-07-08,89153VAT6,1250000,2.829
2049-07-12,1000000,2019-07-08,89153VAU3,1000000,3.461
2030-07-16,750000,2019-07-09,60687YAX7,750000,3.153
2029-07-18,1750000,2019-07-11,606822BM5,1750000,3.195
2039-07-18,1500000,2019-07-11,606822BK9,1500000,3.751
2050-02-15,825000,2019-07-15,12189LBE0,825000,3.55
2039-07-24,1000000,2019-07-16,961214EG4,1000000,4.421
2030-07-23,2500000,2019-07-18,06051GHV4,2500000,3.194
2029-08-15,1000000,2019-07-23,91324PDS8,1000000,2.875
2039-08-15,1250000,2019-07-23,91324PDT6,1250000,3.5
2049-08-15,1250000,2019-07-23,91324PDU3,1250000,3.7
2059-08-15,1250000,2019-07-23,91324PDV1,1250000,3.875
2029-08-01,800000,2019-07-24,21036PBE7,800000,3.15
2029-07-29,1000000,2019-07-25,713448EL8,1000000,2.625
2030-02-01,750000,2019-07-29,097023CN3,750000,2.95
2035-02-01,750000,2019-07-29,097023CP8,750000,3.25
2050-02-01,1250000,2019-07-29,097023CQ6,1250000,3.75
2059-08-01,1000000,2019-07-29,097023CR4,1000000,3.95
2029-08-15,750000,2019-07-30,438516BU9,750000,2.7
2029-09-01,750000,2019-08-07,65473PAH8,750000,2.95
2029-08-15,1250000,2019-08-07,37940XAB8,1250000,3.2
2049-08-15,750000,2019-08-07,37940XAC6,750000,4.15
2029-09-01,1000000,2019-08-07,58013MFJ8,1000000,2.625
2049-09-01,1000000,2019-08-07,58013MFK5,1750000,3.625
2029-08-15,1750000,2019-08-08,126650DG2,1750000,3.25
2030-01-15,750000,2019-08-08,95040QAJ3,750000,3.1
2049-08-19,800000,2019-08-08,416515BF0,800000,3.6
2029-08-15,800000,2019-08-12,824348BJ4,800000,2.95
2038-08-15,2194799,2019-07-26,125523AJ9,2194799,4.8
2048-12-15,2999550,2019-07-26,125523AK6,2999550,4.9
2049-08-15,350000,2019-08-12,26442CAZ7,750000,3.2
2029-08-16,1250000,2019-08-13,30231GBE1,1250000,2.44
2039-08-16,750000,2019-08-13,30231GAY8,750000,2.995
2049-08-16,1500000,2019-08-13,30231GAZ5,1500000,3.095
2029-08-26,1000000,2019-08-19,88579YBJ9,1000000,2.375
2049-08-26,1000000,2019-08-19,88579YBK6,1000000,3.25
2029-09-04,750000,2019-08-26,882508BG8,750000,2.25
2029-09-06,850000,2019-09-03,904764BH9,850000,2.125
2049-09-06,1000000,2019-09-03,05526DBK0,1000000,4.758
2029-09-01,2000000,2019-09-03,254687FL5,2000000,2
2049-09-01,2000000,2019-09-03,254687FM3,2000000,2.75
2030-02-15,900000,2019-09-04,032095AJ0,900000,2.8
2029-09-13,1250000,2019-09-04,828807DF1,1250000,2.45
2049-09-13,1250000,2019-09-04,828807DH7,1250000,3.25
2029-09-06,1000000,2019-09-04,191216CM0,1000000,2.125
2029-09-11,1750000,2019-09-04,037833DP2,1750000,2.2
2049-09-11,1500000,2019-09-04,037833DQ0,1500000,2.95
2029-09-15,825000,2019-09-04,036752AL7,825000,2.875
2049-09-15,825000,2019-09-04,036752AK9,825000,3.7
2030-10-15,3000000,2019-09-05,46647PBE5,3750000,2.739
2029-12-15,1000000,2019-09-09,72650RBM3,1000000,3.55
2049-10-01,800000,2019-09-10,341081FX0,800000,3.15
2050-09-17,1500000,2019-09-10,92857WBU3,1500000,4.25
2051-03-13,1500000,2019-09-10,74432QCF0,1500000,3.7
2029-12-03,3960082,2019-08-12,92343VEU4,3960082,4.016
2029-10-01,750000,2019-09-04,49326EEJ8,750000,2.55
2049-09-19,1000000,2019-09-16,149123CF6,1000000,3.25
2031-05-01,869550,2019-08-15,674599DD4,869550,7.5
2036-09-15,1734194,2019-08-15,674599DF9,1734194,6.45
2029-10-01,1500000,2019-09-19,70450YAE3,1500000,2.85
2046-03-15,1099221,2019-08-15,674599DL6,1099221,6.6
2029-10-01,900000,2019-09-24,883556BZ4,900000,2.6
2049-10-15,1000000,2019-09-26,50249AAA1,1000000,4.2
2029-10-24,1000000,2019-09-30,25243YBB4,1000000,2.375
2029-11-01,1000000,2019-10-01,65339KBM1,1000000,2.75
2049-10-15,1000000,2019-10-07,713448EP9,1000000,2.875
2050-03-01,1500000,2019-10-15,161175BT0,2800000,4.8
2029-10-22,750000,2019-10-17,69349LAS7,750000,2.7
2030-10-22,2000000,2019-10-17,06051GHX0,2000000,2.884
2030-10-30,3500000,2019-10-24,95000U2G7,3500000,2.879
2030-11-05,2250000,2019-10-28,17308CC53,2250000,2.976
2039-11-15,900000,2019-10-29,23291KAJ4,900000,3.25
2029-11-15,800000,2019-10-29,23291KAH8,800000,2.6
2039-11-01,1350000,2019-10-29,20030NCY5,1350000,3.25
2030-02-01,1600000,2019-10-29,20030NDA6,1600000,2.65
2050-02-01,1800000,2019-10-29,20030NCZ2,1800000,3.45
2049-11-15,900000,2019-10-29,23291KAK1,900000,3.4
2030-01-15,750000,2019-11-06,42250PAA1,750000,3
2029-11-18,1200000,2019-11-06,29444UBE5,1200000,3.2
2049-11-18,1000000,2019-11-13,29446MAC6,1000000,3.25
2029-11-19,900000,2019-11-13,418056AZ0,900000,3.9
2029-11-15,1000000,2019-11-13,29250NAZ8,1000000,3.125
2079-11-15,1100000,2019-11-14,219350BQ7,1100000,5.45
2029-11-15,1250000,2019-11-18,458140BH2,2000000,2.45
2049-11-15,1500000,2019-11-18,458140BJ8,2000000,3.25
2029-12-01,1200000,2019-11-20,25278XAN9,1200000,3.5
2034-12-15,982472,2019-10-22,254687DZ6,982472,6.2
2035-12-15,971816,2019-10-22,254687EB8,971816,6.4
2037-11-15,1223938,2019-10-22,254687EH5,1223938,6.65
2048-11-30,896300,2019-10-18,260543CR2,896300,5.55
2029-12-01,750000,2019-12-04,11133TAD5,750000,2.9
2030-06-30,800000,2019-12-09,74834LBB5,800000,2.95
2050-01-15,750000,2020-01-06,501044DN8,750000,3.95
2030-01-15,1250000,2020-01-06,86562MBW9,1250000,2.75
2050-02-01,500000,2020-01-06,842400GT4,1200000,3.65
2049-12-15,1250000,2020-01-06,437076BZ4,1250000,3.125
2030-01-31,1000000,2020-01-06,29379VBX0,1250000,2.8
2051-01-31,1000000,2020-01-06,29379VBY8,1000000,3.7
2060-01-31,1000000,2020-01-06,29379VBZ5,1000000,3.95
2030-01-15,750000,2020-01-07,03027XBA7,750000,2.9
2030-05-15,1500000,2020-01-07,29278NAQ6,1500000,3.75
2050-05-15,2000000,2020-01-07,29278NAR4,2000000,5
2030-01-16,1500000,2020-01-09,65535HAQ2,1500000,3.103
2030-01-16,750000,2020-01-09,961214EL3,750000,2.65
2050-02-01,1000000,2020-01-09,958667AA5,1000000,5.75
2030-02-01,1200000,2020-01-09,958667AC1,1200000,4.05
2030-01-22,2000000,2020-01-16,693475AZ8,2000000,2.55
2030-02-15,750000,2020-01-21,87612EBJ4,750000,2.35
2030-01-24,750000,2020-01-21,857477BG7,750000,2.4
2030-02-01,1300000,2020-01-22,00724PAD1,1300000,2.3
2031-01-29,2250000,2020-01-22,172967ML2,2250000,2.666
2030-02-04,750000,2020-01-28,446150AS3,750000,2.55
2030-02-05,750000,2020-01-28,907818FH6,750000,2.4
2050-02-05,1000000,2020-01-28,907818FK9,1750000,3.25
2070-02-05,750000,2020-01-28,907818FL7,750000,3.75
2030-03-15,750000,2020-02-03,854502AL5,750000,2.3
2030-04-15,1000000,2020-02-03,74340XBM2,1000000,2.25
2030-02-07,2000000,2020-02-05,38141GXG4,2000000,2.6
2031-01-22,3500000,2020-01-16,6174468L6,3500000,2.699
2060-02-15,1000000,2020-02-10,458140BK5,1000000,3.1
2031-02-13,3500000,2020-02-10,06051GHZ5,3500000,2.496
2030-09-01,2700000,2020-02-11,404119CA5,2700000,3.5
2030-08-14,1500000,2020-02-11,66989HAR9,1500000,2.2
2050-08-14,1250000,2020-02-11,66989HAS7,1250000,2.75
2030-03-01,750000,2020-02-13,142339AJ9,750000,2.75
2050-03-01,850000,2020-02-18,337932AM9,850000,3.4
2030-02-21,1250000,2020-02-18,031162CU2,1250000,2.45
2040-02-21,1250000,2020-02-18,031162CR9,2000000,3.15
2050-02-21,1250000,2020-02-18,031162CS7,2250000,3.375
2030-02-25,1150000,2020-02-18,606822BR4,1150000,2.559
2030-03-01,1000000,2020-02-19,406216BL4,1000000,2.92
2050-03-01,750000,2020-02-19,482480AJ9,750000,3.3
2050-02-24,1250000,2020-02-19,10373QBG4,2000000,3
2031-02-11,3000000,2020-02-04,95000U2J1,3000000,2.572
2030-02-15,1249580,2020-02-24,30212PAR6,1249580,3.25
2030-03-11,500000,2020-03-04,278642AW3,950000,2.7
2030-03-01,750000,2020-03-03,58013MFM1,750000,2.125
2030-03-15,1500000,2020-03-04,125523CL2,1400000,2.4
2040-03-15,750000,2020-03-04,125523CJ7,750000,3.2
2050-03-15,1250000,2020-03-04,125523CK4,1250000,3.4
2030-03-15,850000,2020-03-05,682680BB8,780093,3.1
2030-03-11,1250000,2020-03-04,89788KAA4,1250000,2.25
2030-03-12,750000,2020-03-10,855244AW9,750000,2.25
2039-01-25,1249772.5,2020-03-02,35137LAJ4,1249772.5,5.476
2049-01-25,1549796.95,2020-03-02,35137LAK1,1549796.95,5.576
2030-03-22,1500000,2020-03-17,92343VFE9,1154676,3.15
2050-03-22,1250000,2020-03-17,92343VFD1,1178000,4
2051-03-20,3000000,2020-03-17,06051GJA8,5500000,4.083
2030-03-19,1500000,2020-03-17,713448ES3,1500000,2.75
2050-03-19,1500000,2020-03-17,713448EU8,889234,3.625
2030-03-19,2000000,2020-03-17,30231GBK7,2000000,3.482
2040-03-19,1250000,2020-03-17,30231GBF8,2000000,4.227
2050-03-19,2750000,2020-03-17,30231GBG6,2750000,4.327
2030-04-01,750000,2020-03-19,911312BY1,750000,4.45
2050-04-01,1250000,2020-03-19,911312BW5,1250000,5.3
2030-03-22,1250000,2020-03-19,254687FQ4,1250000,3.8
2040-03-23,750000,2020-03-19,254687FR2,750000,4.625
2050-03-23,1750000,2020-03-19,254687FS0,1750000,4.7
2030-03-23,1000000,2020-03-19,59156RBZ0,1000000,4.55
2030-05-01,750000,2020-03-19,666807BS0,750000,4.4
2050-05-01,1000000,2020-03-19,666807BU5,1000000,5.25
2031-03-24,2500000,2020-03-19,46647PBJ4,3000000,4.493
2041-03-26,1300000,2020-03-19,172967MM0,1300000,5.316
2030-03-25,1250000,2020-03-20,191216CT5,1250000,3.45
2051-03-24,2000000,2020-03-19,6174468N2,2000000,5.597
2030-03-25,1500000,2020-03-20,458140BR0,1500000,3.9
2040-03-25,750000,2020-03-20,458140BL3,750000,4.6
2050-03-25,2250000,2020-03-20,458140BM1,2250000,4.75
2060-03-25,1000000,2020-03-20,458140BN9,1000000,4.95
2030-04-01,1000000,2020-03-23,369550BM9,1000000,3.625
2030-03-25,1500000,2020-03-23,742718FH7,1500000,3
2040-04-01,750000,2020-03-23,369550BH0,750000,4.25
2050-04-01,750000,2020-03-23,369550BJ6,750000,4.25
2031-03-31,4000000,2020-03-24,172967MP3,4000000,4.412
2030-04-01,1600000,2020-03-24,20030NDG3,1600000,3.4
2040-04-01,800000,2020-03-24,20030NDH1,1600000,3.75
2030-03-26,750000,2020-03-24,494368CB7,750000,3.1
2030-03-26,1500000,2020-03-24,57636QAP9,1500000,3.35
2050-03-26,1500000,2020-03-24,57636QAQ7,1500000,3.85
2030-04-15,1250000,2020-03-24,548661DU8,1250000,4.5
2030-03-31,2500000,2020-03-25,404280CF4,2500000,4.95
2030-03-27,1500000,2020-03-25,654106AK9,1500000,2.85
2040-03-27,1000000,2020-03-25,654106AL7,1000000,3.25
2050-03-27,1500000,2020-03-25,654106AM5,1500000,3.375
2031-04-04,2500000,2020-03-23,95000U2L6,2500000,4.478
2051-04-04,3500000,2020-03-23,95000U2M4,5500000,5.013
2050-04-15,850000,2020-03-25,244199BK0,850000,3.75
2030-04-01,1250000,2020-03-25,717081EW9,1250000,2.625
2030-03-27,1000000,2020-03-25,039482AB0,1000000,3.25
2030-04-15,750000,2020-03-26,962166BY9,750000,4
2030-07-01,1000000,2020-03-25,58013MFQ2,1000000,3.6
2050-04-01,750000,2020-03-25,58013MFR0,750000,4.2
2030-04-01,1500000,2020-03-26,67066GAF1,1500000,2.85
2040-04-01,1000000,2020-03-26,67066GAG9,1000000,3.5
2050-04-01,2000000,2020-03-26,67066GAH7,2000000,3.5
2030-04-01,1500000,2020-03-26,126650DJ6,1500000,3.75
2030-04-15,1500000,2020-03-26,437076CB6,1500000,2.7
2030-04-15,750000,2020-03-26,053332AZ5,750000,4
2040-04-15,1250000,2020-03-26,437076CC4,1250000,3.3
2050-04-15,1500000,2020-03-26,437076CD2,1500000,3.35
2050-04-01,1000000,2020-03-26,209111FY4,1000000,3.95
2031-04-01,3000000,2020-03-26,6174468P7,3000000,3.622
2030-04-01,1000000,2020-03-30,001055BJ0,1000000,3.6
2030-04-15,1250000,2020-03-30,30161NAX9,1250000,4.05
2030-04-01,3250000,2020-03-30,68389XBV6,3250000,2.95
2040-04-01,3000000,2020-03-30,68389XBW4,3000000,3.6
2050-04-01,4500000,2020-03-30,68389XBX2,4500000,3.6
2060-04-01,3500000,2020-03-30,68389XBY0,3500000,3.85
2030-04-01,1250000,2020-03-30,871829BL0,1000013,5.95
2050-04-01,1250000,2020-03-30,871829BN6,1191877,6.6
2030-04-15,750000,2020-03-31,370334CL6,750000,2.875
2031-01-15,800000,2020-03-31,023608AJ1,800000,3.5
2030-04-02,1000000,2020-03-30,05526DBN4,1000000,4.906
2030-04-01,1500000,2020-03-31,25746UDG1,1500000,3.375
2030-04-15,1500000,2020-03-31,92826CAM4,1500000,2.05
2040-04-15,1000000,2020-03-31,92826CAK8,1000000,2.7
2030-07-01,750000,2020-03-31,22822VAR2,750000,3.3
2030-03-15,2500000,2020-03-17,38141GXH2,2500000,3.8
2030-04-30,1000000,2020-04-01,842587DE4,1000000,3.7
2030-04-03,1000000,2020-04-01,256677AG0,1000000,3.5
2030-04-06,1500000,2020-04-01,29446MAF9,1500000,3.125
2050-04-06,1250000,2020-04-01,29446MAH5,1250000,3.7
2030-06-01,1750000,2020-04-01,035240AV2,1750000,3.5
2050-06-01,2250000,2020-04-01,035240AT7,2250000,4.5
2030-04-15,1250000,2020-04-02,89352HBA6,1250000,4.1
2030-04-06,1250000,2020-04-02,10373QBL3,1250000,3.633
2030-05-15,750000,2020-04-02,928563AF2,750000,4.7
2030-04-09,800000,2020-04-06,149123CH2,800000,2.6
2050-04-09,1200000,2020-04-06,149123CJ8,1200000,3.25
2030-05-01,1000000,2020-04-07,65473PAJ4,1000000,3.6
2030-04-13,500000,2020-04-07,609207AT2,750000,2.75
2030-05-01,750000,2020-04-07,49271VAJ9,750000,3.2
2050-05-01,750000,2020-04-07,49271VAK6,750000,3.8
2030-04-15,600000,2020-04-07,11271LAE2,750000,4.35
2030-04-15,750000,2020-04-08,26875PAU5,750000,4.375
2050-04-15,750000,2020-04-08,26875PAT8,750000,4.95
2030-10-15,2000000,2020-04-13,30231GBN1,2000000,2.61
2051-04-15,2750000,2020-04-13,30231GBM3,2750000,3.452
2031-04-01,1600000,2020-04-14,161175BU7,1600000,2.8
2051-04-01,1400000,2020-04-14,161175BV5,2050000,3.7
2050-05-01,1000000,2020-04-15,50249AAD5,1000000,4.2
2031-04-22,2750000,2020-04-15,46647PBL9,2750000,2.522
2041-04-22,1500000,2020-04-15,46647PBM7,1500000,3.109
2051-04-22,2250000,2020-04-15,46647PBN5,2250000,3.109
2030-04-20,1750000,2020-04-16,22160KAP0,1750000,1.6
2032-04-20,1000000,2020-04-16,22160KAQ8,1000000,1.75
2031-04-29,3000000,2020-04-22,06051GJB6,3000000,2.592
2050-05-15,1000000,2020-04-24,532457BY3,1250000,2.25
2030-05-04,750000,2020-04-24,882508BJ2,750000,1.75
2041-04-30,3500000,2020-04-23,95000U2Q5,3500000,3.068
2030-05-01,1500000,2020-04-27,09062XAH6,1500000,2.25
2050-05-01,1500000,2020-04-27,09062XAG8,1500000,3.15
2030-04-29,1000000,2020-04-27,25243YBD0,1000000,2
2032-04-29,750000,2020-04-27,25243YBE8,750000,2.125
2030-05-15,900000,2020-04-27,009158BC9,900000,2.05
2040-05-15,750000,2020-04-27,009158AZ9,750000,2.7
2050-05-15,950000,2020-04-27,009158BA3,950000,2.8
2030-05-01,1000000,2020-04-28,665859AV6,1000000,1.95
2030-04-30,750000,2020-04-27,174610AT2,750000,3.25
2030-05-01,750000,2020-04-29,718172CP2,750000,2.1
2030-05-01,1000000,2020-04-29,713448EZ7,1000000,1.625
2030-06-01,1500000,2020-04-29,191216CV0,1500000,1.65
2040-06-01,1000000,2020-04-29,191216CW8,1000000,2.5
2050-06-01,1500000,2020-04-29,191216CX6,1500000,2.6
2060-06-01,1000000,2020-04-29,191216CY4,1000000,2.75
2030-05-15,1100000,2020-04-30,036752AN3,1100000,2.25
2050-05-15,1000000,2020-04-30,036752AM5,1000000,3.125
2050-05-15,800000,2020-04-30,655844CF3,800000,3.05
2030-06-15,750000,2020-04-30,512807AV0,750000,1.9
2050-06-15,750000,2020-04-30,512807AW8,750000,2.875
2030-05-15,1350000,2020-04-30,459200KJ9,1350000,1.95
2050-05-15,750000,2020-04-30,459200KL4,750000,2.95
2030-05-01,4500000,2020-04-30,097023CY9,4500000,5.15
2040-05-01,3000000,2020-04-30,097023CV5,3000000,5.705
2050-05-01,5500000,2020-04-30,097023CW3,5500000,5.805
2060-05-01,3500000,2020-04-30,097023CX1,3500000,5.93
2031-01-30,1250000,2020-05-01,10112RBD5,1250000,3.25
2030-11-15,750000,2020-05-04,571748BN1,750000,2.25
2030-11-15,1250000,2020-05-04,855244AZ2,1250000,2.55
2050-11-15,1250000,2020-05-04,855244BA6,1250000,3.5
2030-05-06,750000,2020-05-04,02209SBJ1,750000,3.4
2031-02-25,1250000,2020-05-04,031162CW8,1250000,2.3
2030-05-11,1750000,2020-05-04,037833DU1,1750000,1.65
2050-05-11,2500000,2020-05-04,037833DW7,2500000,2.65
2030-06-01,2000000,2020-05-05,65339KBR0,2000000,2.25
2031-01-15,600000,2020-05-06,756109AX2,950000,3.25
2030-05-20,1200000,2020-05-06,747525BK8,1200000,2.15
2050-05-20,800000,2020-05-06,747525BJ1,800000,3.25
2050-06-30,1000000,2020-05-06,026874DP9,1000000,4.375
2030-06-01,750000,2020-05-07,929160AZ2,750000,3.5
2030-05-15,1000000,2020-05-07,37940XAD4,1000000,2.9
2030-05-11,1500000,2020-05-07,166764BY5,1500000,2.236
2050-05-11,1000000,2020-05-07,166764CA6,1000000,3.078
2030-05-15,750000,2020-05-07,98978VAS2,750000,2
2030-02-13,750000,2020-02-10,89236TGU3,750000,2.15
2030-05-20,750000,2020-05-11,075887CJ6,750000,2.823
2030-06-01,1000000,2020-05-11,337738BC1,1000000,2.65
2030-06-01,1000000,2020-05-11,70450YAH6,1000000,2.3
2050-06-01,1000000,2020-05-11,70450YAJ2,1000000,3.25
2031-01-13,2500000,2020-05-11,254687FX9,2500000,2.65
2040-05-13,1750000,2020-05-11,254687FY7,1750000,3.5
2051-01-13,2750000,2020-05-11,254687FZ4,2750000,3.6
2060-05-13,1500000,2020-05-11,254687GA8,1500000,3.8
2030-06-01,750000,2020-05-12,983919AK7,750000,2.375
2030-11-15,1000000,2020-05-12,969457BX7,1000000,3.5
2030-05-15,1000000,2020-05-12,037389BE2,1000000,2.8
2030-06-01,500000,2020-05-13,26441CBH7,850000,2.45
2030-05-15,1250000,2020-05-13,91324PDX7,1250000,2
2040-05-15,1000000,2020-05-13,91324PDY5,1000000,2.75
2050-05-15,1250000,2020-05-13,91324PDZ2,1250000,2.9
2060-05-15,1000000,2020-05-13,91324PEA6,1000000,3.125
2030-06-01,1000000,2020-05-14,438516BZ8,948845,1.95
2030-07-01,1000000,2020-05-14,75513EAD3,1000000,2.25
2050-07-01,1000000,2020-05-14,75513EAC5,1000000,3.125
2050-06-15,750000,2020-05-15,539830BQ1,750000,2.8
2030-05-22,750000,2020-05-18,74949LAD4,750000,3
2030-05-22,750000,2020-05-18,29446MAK8,750000,2.375
2030-06-15,1250000,2020-05-18,45866FAK0,1250000,2.1
